,ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
5021,tGic59TlrVg,30,40,"/m/0140xf,/m/04rlf","['country', 'percussive acoustic rhythm guitar', 'keys chords', 'fruity male vocal', 'emotional', 'passionate', 'heartfelt', 'simple bass']","The Country song features a fruity male vocal singing over percussive acoustic rhythm guitar, simple bass and keys chords. It sounds emotional, passionate and heartfelt - like something you would hear in the old pubs and bars.",4,True,True
5022,tGv_L09pf6E,30,40,"/m/025td0t,/m/04rlf,/t/dd00033","['choral music', 'bad quality recording', 'western classical music', 'audio buzz noises', 'audio quality deterioration', 'church choir', 'children’s church choir', 'amateur recording', 'no percussion instruments', 'heavenly', 'meditational', 'inspiring', 'jarring tones', 'inspiring', 'christian classical music', 'choral harmony', 'male and female singers', 'passionate', 'prayerful', 'emotional', 'home video recording', 'church organ playing', 'slow tempo']",The song is a vintage recording of a church choir singing in vocal harmony. The song is medium tempo with a church organ accompanying the choir with no other instrumentation. The song is devotional and prayerful. The audio quality is highly deteriorated and is probably an amateur home video recording. The song is a classic church choir harmony.,1,True,True
5023,tIRHm8VhK_4,30,40,"/m/015vgc,/m/04rlf,/m/0jtg0","['hindi', 'string instrument', ""percussion's"", 'complex clapping', 'upbeat']","This song contains a string instrument playing a fast and complex melody/solo while percussion instruments with a deep kick drum sound, shakers and complex clapping create a solid foundation. This song may be playing in a movie-scene in the desert.",6,True,True
5024,tIS1Jaw9dCg,20,30,"/m/0145m,/m/04rlf","['afrobeat', 'electronic', 'dance', 'female vocal', 'seductive singing', 'male vocal sample', 'keyboard', 'electronic drums', 'sound effects', 'groovy', 'erotic', 'exotic']",This is an afrobeat music piece. There is a female vocalist singing in a seductive manner. There is an occasional male vocal sample. The keyboard is playing a minimalistic tune. There is an electronic drum beat. The atmosphere is groovy and erotic. This piece could be playing at an African nightclub.,9,False,True
5027,tKawN2sxhYc,30,40,"/m/02cjck,/m/04rlf,/m/0l14gg,/t/dd00034","['instrumenatl music', 'army band music', 'patriotic fervour', 'patriotic music', 'spirited', 'excitement', 'pomp and glory', 'adrenaline rush', 'glory and honour', 'marching drumming rhythm', 'brass band', 'trumpets blaring harmony', 'trombones', 'tubas playing', 'snare plays percussively', 'cymbal crashes', 'poor audio quality', 'showcasing air power', 'documentary soundtrack', 'poor audio quality']","The song is an instrumental. The tempo is medium with a marching band rhythm, snares playing percussively , cymbals crashing, brass band harmony, trumpets blaring, trombones and tubas playing long notes. The song has a patriotic fervour and inspires. The overall sound quality is poor.",1,True,True
5032,tPJMr890HeE,30,40,"/m/04rlf,/m/06bxc","['low quality audio', 'programmed percussion', 'male voice', 'female backing', 'hip-hop song', 'bass', 'slow tempo', 'dance song']",This audio is of a low quality recording. It is a hip-hop song featuring a male voice singing the main melody. This is accompanied by a female voice singing vocals in an angelic voice in the background. Programmed percussion plays a simple beat with the hi-hat being struck at every count. The bass plays the root notes of the chords. The bass notes are allowed to ring. This song has a slow tempo. This song can be played in a club.,0,True,True
5034,tQ1Nl4Dy2aI,30,40,"/m/04rlf,/m/06bxc,/m/0glt670","['rap', 'czech', 'male vocals', 'synth', 'electronic drums', 'aggressive', 'loud']",This is a Czech rap music piece. There is a male voice rapping in the Czech language. There is a medium-pitch synth playing the melody. The medium tempo electronic drum beat carries the rhythmic background. The atmosphere of the piece is loud and aggressive. This piece could be used in the soundtrack of a crime movie taking place in Central Europe.,9,True,True
5035,tRA-5inwlMI,30,40,"/m/04rlf,/m/07brj,/m/0ln16","['tambourine dance', 'gospel', 'electric guitar', 'xylophone', 'female vocal', 'religious', 'christian', 'church']",This is a gospel piece used as an accompaniment to a tambourine dance. There is a female vocalist singing. There is an electric guitar and a xylophone playing the melody. The tune is not very clear due to the quality of the recording. The atmosphere is religious. Samples could be lifted from this recording to be used in a beat.,9,True,True
5040,tUppIOzUo2Q,0,10,"/m/03cl9h,/m/04rlf","['melodic', 'slower tempo', 'dreamy lo-fi sound', 'amateur recording']","A lo-fi pluck, bell sound is playing an arpeggio melody. It sounds dreamy and melancholic. This song may be playing in a sequence of a video game.",6,False,True
5042,tV3rvUSlVnY,30,40,"/m/04rlf,/m/0l156b","['instrumental', 'medium tempo', 'rhythmic acoustic guitar', 'background sounds', 'ambient nature sounds', 'people talking', 'sound of laughter', 'cheering', 'tapping', 'merry', 'happy', 'chirpy', 'cheerful', '’ enjoyable', 'xylophone harmony', 'energetic drumming', 'muffled audio', 'keyboard harmony', 'lively beat', 'catchy', 'rhythmic beat', 'pop song', 'popular', 'simple']","This music is a cheerful instrumental. The tempo is medium with the lead harmony on a Xylophone, energetic drumming, keyboard accompaniment and rhythmic acoustic guitar. The audio quality is inferior and the music is muffled and muddy. There are background sounds like people talking, laughing and ambient nature sounds like a breeze. The music is fun, youthful, simple, enjoyable, chirpy and vivacious.",7,True,True
5044,tWByqbOvYQE,100,110,"/m/04rlf,/m/0b9m1","['traditional music', 'low quality', 'live performance', 'groovy strings chords', 'addictive strings melody', 'breathy flute melody', 'wooden percussive elements', 'simple bass', 'addictive', 'soulful', 'noisy', 'roomy', 'mono']","The low quality recording features a live performance and it consists of groovy strings chords, addictive strings melody, breathy flute melody, simple bass and wooden percussive elements. It is a bit noisy, roomy, mono, but still addictive and soulful.",4,True,True
5045,tWexzTJPxQs,30,40,"/m/03r5q_,/m/04rlf","['low quality', 'plastic sound effect', 'squeaky sound effect', 'light snare hits', 'outdoor sound effects', 'organ keys chords', 'groovy piano chords', 'shimmering shakers', 'claps', 'soft kick hits', 'flute melody', 'fun', 'happy']","The low quality recording features a children's song that consists of organ keys chords, groovy piano chords, light snare hits, soft kick hits, shimmering hi hats, and flute melody. There are some squeaky sound effects, alongside plastic foley effects and outdoor ambience sounds. It sounds fun and happy, like something kids would listen to.",4,True,True
5046,tWseBEYhE1M,30,40,"/m/04rlf,/m/0h9mv","[""children's music"", 'twinkling sounds', 'truck sounds', 'keyboard song', 'no voices', 'programmed percussion', 'moderate tempo', 'happy feel']",This children's song features truck sounds. This is accompanied by a keyboard playing a melody using a flute-like sound. A twinkling melody is played in the background. The percussion is programmed. The percussion plays a simple beat. The bass plays the root and fifth notes of the chords. The mood of the song is happy. There are no voices in this song. This song can be used in a children's animated movie.,0,True,True
5049,tZgww16UyU8,30,40,"/m/04rlf,/t/dd00033","['hip hop', 'arpeggiated piano melody', 'punchy kick', 'punchy snare', 'sustained high pitched violin melody', 'heartfelt', 'emotional', 'sad', 'boomy bass', 'soft crash cymbal', 'flat male vocal', 'simple hi hats']","The Hip Hop song features a flat male vocal rapping over arpeggiated piano melody, sustained high pitched violin melody, punchy snare and kick hits, simple hi hats, boomy bass and soft crash cymbal. It sounds heartfelt, emotional and sad.",4,True,True
5052,tcOHcop3sCQ,30,40,"/m/015lz1,/m/01lyv,/m/01swy6,/m/042v_gx,/m/04rlf,/m/06w87","['soft rock', 'low quality', 'mono', 'noisy', 'flat male vocal', 'mellow acoustic rhythm guitar chords', 'vintage', 'sentimental', 'nostalgic', 'emotional', 'warm']","The low quality recording features a soft rock song sung by a flat male vocal over mellow, acoustic rhythm guitar chords. It sounds vintage and therefore nostalgic, emotional, sentimental and warm. The recording is a bit noisy and in mono as well.",4,True,True
5054,tdrz4EkIsow,30,40,"/m/01c194,/m/02w4v,/m/04rlf,/m/06j64v,/m/074ft","['female singer', 'medium fast tempo', 'enigmatic', 'hypnotic', 'trance', 'contemporary', 'synthesiser arrangements', 'flute melody', 'small hand cymbals', 'groovy bass lines', 'keyboard accompaniment', 'steel pan percussion', 'synthesiser arrangement', 'psychedelic harmony', 'chant', 'meditative', 'indian classical', 'puja', 'devotional', 'catchy riff', 'melodious', 'contemporary', 'indian god', 'worship']","A female vocalist sings this pleasant chant. The song is medium fast tempo with groovy basslines, mellifluous flute, steel pan beat,small hand cymbals and synthesiser arrangement. The song is sweet, melodic, hypnotic, enthralling, enigmatic, trance-like, trippy and psychedelic. This song is a contemporary indian worship song.",7,True,True
5055,teyDfFbVMSY,30,40,"/m/015lz1,/m/04rlf,/t/dd00033","['live performance', 'male vocal', 'melodic singing', 'electric guitar', 'bass guitar', 'electronic drums', 'electronic percussion', 'keyboard', 'religious']",This is a live performance of a religious song. There is a male vocalist singing melodically as the lead. The main melody is being played by the keyboard with the electric guitar and the bass guitar in the background. The rhythmic background is provided by the electronic drums and the electronic percussion. The piece has movements reminiscent of Jewish music.,9,True,True
5061,tllFsEPv7Ls,310,320,"/m/02lkt,/m/03mb9,/m/04rlf","['electro', 'tinny laser percussive sound effect', 'punchy ""4 on the floor"" kick pattern', 'clapping', 'shimmering cymbals', 'echoing pulsating synth lead melody', 'energetic', 'addictive', 'groovy bass']","The Electro song features a punchy ""4 on the floor"" kick pattern perfectly complemented by groovy bass, followed by tinny laser percussive sound effects, shimmering cymbals, claps and echoing pulsating synth lead melody. Sounds energetic, a bit addictive thanks to that synth lead and something like you would hear in electronic dance music clubs.",4,False,True
5062,tmabzx6yxqs,30,40,"/m/04rlf,/t/dd00018","['simple piano', 'groovy synth keys chords', 'echoing wide pig oink sound effects', 'happy tinny bells melody', 'shimmering shakers', 'muffled claps', 'groovy bass', 'soft kick', 'fun', 'happy']","This kids song features groovy synth keys, chords, simple piano melody, echoing and wide pig oink sound effects, shimmering shakers, muffled claps, soft kick hits and groovy bass. It sounds fun and happy - like something that children would listen to in their favorite tv shows.",4,True,True
5069,tpnvHb9ZhlU,30,40,"/m/04rlf,/m/0cfdd","['low quality', 'electro', '4 on the floor kick', 'crackling audio', 'wide repetitive synth melody', 'hypnotic', 'energetic']","The low quality recording features an electro song that consists of a ""4 on the floor"" kick pattern and widely spread repetitive synth melody. The recording is crackly and it sounds hypnotic and energetic as the synth lead is moving left and right throughout the stereo image.",4,False,True
5072,tt5-i1R78ms,30,40,"/m/04rlf,/m/07p78v5","['trap music', 'parody', 'male voice', 'electronic drums', 'strong bass', 'guitar sample', 'loud']",This is a trap music piece done in the style of Michael Jackson. There is a male vocalist singing in a very accentuated manner. In the rhythmic background loud electronic drums can be heard with the cicada beat on the hihats which is essential to the trap scene. There is a strong electronic bass sound accompanied every now and then by an electric guitar sample.,9,True,True
5076,tvcJENqxr1c,30,40,"/m/04rlf,/m/04szw,/m/06w87","['low quality', 'noisy', 'high pitched sped up audio', 'arpeggiated electric guitar melody', 'smooth bass guitar', 'emotional', 'weird']","The low quality recording features a high pitched, sped up audio playing in the background, followed by arpeggiated electric guitar melody and smooth bass guitar. Even though the sped up audio sounds weird, the guitar melodies are emotional.",4,True,True
5078,tw0BGErgupk,80,90,"/m/04rlf,/t/dd00006,/t/dd00125","['amateur recording', 'high pitched voice', 'cartoon voice', 'hip-hop song', 'low quality audio', 'synth song', 'piano', 'flute']",This hip-hop song features a high pitched voice sounding like a cartoon voice singing the main melody. The quality of the recording is low and some of the instruments cannot be identified. The voice is accompanied by a flute in the beginning and then a piano fill. A synth plays chords in the background. This song can be played in an animated movie.,0,True,True
5081,tz2TlSMmTp4,30,40,"/m/03lty,/m/04rlf,/m/0dl5d,/m/0dls3","['punkrock', 'overdrive amps', 'e-guitars', 'male voice screaming', 'acoustic drums', 'aggressive buildup', 'medium tempo']",A lot of high frequencies that are produced by an e-bass and two distorted electric guitars are running through amps that are sounding highly overdriven. The drums silently build up the atmosphere before all instruments are loudly breaking into the next part of the song. The drums with crash hits and the guitars and bass with one single low note while a male voice is screaming. This song may be playing at a festival.,6,True,True
5086,u3pYqyLM0f4,30,40,"/m/0283d,/m/04rlf,/m/07gxw,/m/07lnk,/m/0m0jc","['techno dance music', 'electronic dance music', 'dance remix', 'trance nights', 'dancing all night', 'ibiza party', 'fashion party mix', 'trance hits', 'medium fast tempo', 'instrumental music', 'dance hits', 'poor audio quality', 'adrenaline rush', 'spirited', 'dance rhythm', 'dance floor', 'dj', 'party nights']","The song is an instrumental. The song is medium fast tempo with a strong techno drum rhythm, groovy bass line, keyboard harmony and percussion hits. The song is exciting and groovy for dance. The audio quality is poor.",1,False,True
5089,u6tgeRXOxnU,30,40,"/m/04rlf,/m/06bxc","['male singer', 'fast tempo', 'synth pop', 'punchy', 'atmospheric music', 'vibrant', 'edm', 'drum machine', 'synthesiser arrangements', 'digital drumming', 'reverb', 'rhythmic patter', 'vigorous rhythmic speech', 'pop rap', 'disco rap', 'dance pop', 'energetic', 'enthusiastic', 'punch', 'youthful', 'bouncy', 'hip-hop', 'rap', 'dj', 'punk rap', 'club music']","A male vocalist sings this energetic rap. The tempo is fast with electronic music and synthesiser arrangements with digital drum rhythm and boomy bass. The song is upbeat, energetic, buoyant, punchy and youthful with a bright dance groove. This song is an EDM/Synth pop.",7,True,True
5091,u9n4R78UBtA,30,40,"/m/026z9,/m/04rlf,/m/0gywn","['instrumental', 'fast tempo', 'female vocalisation', 'electronic music', 'digital drumming', 'atmospheric synthesiser', 'edm', 'club music', 'dance music', 'dj', 'dj mixer', 'elctronic beats', 'youthful', 'enthusiastic', 'trippy', 'trance', 'hypnotic', 'enigmatic', 'trance music', 'psychedelic', 'disco pop', 'contemporary pop', 'electro pop', 'synth pop', 'upbeat', 'dance groove']","This music is an electronic instrumental. The tempo is fast with atmospheric synthesiser, digital drum arrangements and an insistent, recurring female vocalisation. The music is upbeat, youthful, trance, trippy, hypnotic, psychedelic, incessant, and enthusiastic EDM/Synth Pop.",7,True,True
5093,uARzr9CAemI,30,40,"/m/04rlf,/m/0b9m1,/m/0m0jc","['electro', 'echoing resonant synth melody', 'repetitive synth melody', 'wide mellow synth pad', 'calming', 'relaxing']","The Electro song features a resonant synth melody, repetitive synth melody and widely spread, mellow synth pad chords playing. It sounds relaxing and calming, like something you would listen to while chilling.",4,True,True
5094,uAYPacrJnyQ,30,40,"/m/04rlf,/t/dd00035","['futuristic synth pop', 'female pop vocal', 'filtered pop vocal', 'robotic vocal filter', 'autotuned female vocal', 'fast paced bass synth', 'clapping hands effect']",The song has a futuristic kind of feel. It's a synth pop song with a female vocalist who has a robotic filter and autotune applied to her voice. The feel of the song is sort of epic and progressive. It's action-oriented and feels like something cool is about to happen.,3,True,True
5095,uAgizG1hYw0,60,70,"/m/0155w,/m/015y_n,/m/018vs,/m/02x8m,/m/04rlf,/m/064t9,/m/074ft","['low quality', 'loud', 'rock', 'harsh electric guitar chords', 'filtered female vocal', 'energetic drums', 'unbalanced stereo', 'chaotic', 'energetic', 'buzzy bass guitar']","The low quality recording features a rock song that contains filtered female vocal singing over loud and harsh electric guitar chords, energetic drums and buzzy bass guitar. It sounds chaotic due to the bad mix and since the drums are panned in an unconventional way - making the stereo image unbalanced. It sounds harsh, but also energetic.",4,True,True
5096,uBENjCPS8LI,140,150,"/m/02mscn,/m/04rlf","['pop', 'electric organ', 'digital drums', 'e-bass', 'male voices singing', 'higher register', 'medium tempo']",A digital drum is playing a simple groove along with an e-bass. An organ is playing long chords with a lot of reverb. On top of that male voices sing a melody in harmony. Their voices sound high. This song may be playing with headphones while running.,6,True,True
5097,uCCdUB7D10U,30,40,"/m/025td0t,/m/04rlf,/m/0gywn","['poor audio quality', 'battle march', 'retro pop music', 'retro arcade game music', 'string section', 'instrumental music', 'electric guitar harmony', 'string synth harmony', 'marching drum rhythm', 'victory march', 'medium tempo', 'emotional', 'cartoon soundtrack', 'animated movie soundtrack', 'serious', 'steady bass line']","The song is an instrumental. The tempo is medium with a steady drum march rhythm, steady bass line, keyboard harmony and a synth string section. The song is Eros’s and emotional. The song has poor audio quality.",1,False,True
5099,uDqVzJtaxOc,20,30,"/m/04rlf,/m/04szw,/m/0l14qv","['sound effects', 'synth', 'instrumental', 'medium-to-high range', 'wow', 'flutter', 'bizarre', 'robotic']",This is a sound effect showcase recording. A bunch of different effects are applied to what is sounding similar to a sine wave. The sounds are robotic and bizarre. Certain parts of the recording can be lifted from the recording to be used as FX samples.,9,True,True
5101,uF1KTW5rT-s,30,40,"/m/04rlf,/m/07brj","['low quality', 'shimmering shakers', 'wooden percussions', 'passionate female vocal', 'live performance', 'addictive', 'breathy flute melody']","The low quality recording features a live performance that consists of shimmering shakers, wooden percussion, breathy flute melody and passionate female vocals singing over it. It sounds very addictive, due to the lead vocal cadence. It is a bit reverberant, as it was recorded in a larger room, with a low quality microphone.",4,True,True
5102,uGQ7QnKqeY4,0,10,"/m/04rlf,/m/07q7njn","['cartoon', 'sound effects', 'breathing', 'glass', 'minimal techno', 'eerie', 'sci-fi']",This is an excerpt from a cartoon that involves sound effects resembling an intro to a minimal techno song. There is a breathing sound coming from one of the characters. There is also a glass sound effect. There is an overarching sci-fi character to the sounds.,9,True,True
5104,uHgpDP_4Lsc,30,40,"/m/02w4v,/m/04rlf,/m/04wptg,/m/06j64v,/m/0dq0md","['female singer', 'backup female singers', 'bridal send off song', 'mehandi ceremony', 'vocal harmony', 'medium tempo', 'proverbs', 'tabla playing steadily', 'stringed instrument accompaniment', 'passionate', 'emotional', 'positive', 'classical ghazals', 'live performance', 'heartfelt', 'devotional music', 'story telling', 'life’s truths', 'wedding song', 'bridal song', 'indian traditional song', 'indian percussions', 'ghazal']","A female singer sings this beautiful wedding song for the bride. The song is a medium tempo with traditional Indian instruments like the tabla playing percussion and stringed instruments playing rhythm. The song is heartfelt and emotional. The song is a mehendi ceremony song or a bridal preparation song for her wedding,",1,True,True
5105,uJPW9BEhU6Y,20,30,"/m/04rlf,/m/07pqn27","['low quality', 'boomy hip hop song', 'repetitive synth lead melody', 'bouncing ball', 'plastic impact foley effect']","The low quality recording features a boomy hip hop song with repetitive synth lead melody playing in the background, while there are some bouncing ball sound effects and plastic impact foley effects. It sounds like someone is hitting a plastic object on a wooden surface.",4,True,True
5106,uKGo4phKqLM,10,20,"/m/04rlf,/m/0xzly","['amateur recording', 'male voice', 'trumpets', 'crowd cheering', 'latin music percussion', 'fast tempo']","The music excerpt features a male voice that's speaking instead of singing. A latin music percussion section is driving the pulse of the music. Trumpets can be heard playing short melodies and also accents that stop and start the music. The tempo of the music is pretty fast. At one point the crowd can be heard cheering. The quality of the audio recording is not that good, which leads me to believe it was recorded with a phone.",2,True,True
5108,uNUx8rqcy0M,30,40,"/m/01lyv,/m/04rlf","['low quality', 'reverberant female vocal', 'wide acoustic rhythm guitars chord progressions', 'passionate', 'emotional']",The Low quality recording features a reverberant female vocal singing beautiful melodies over widely spread acoustic rhythm guitars chord progressions. It sounds passionate and emotional thanks to that female vocal.,4,True,True
5109,uPGasFKZSBo,30,40,"/m/04rlf,/m/05r6t,/m/05w3f","['live performance', 'car sound', 'tambourine', 'raspy male rock vocal', 'rock', 'alternative rock', 'indie rock', 'live recording', 'soft electric guitar', 'crunchy electric guitar chords', 'enigmatic male vocalist']","The recording is done live, in a moving vehicle. The vehicle sound is heard. There is a tambourine for percussion, a crunchy electric guitar being played as the melodic instrument, and the singer has an enigmatic and charming style. The song is an alternative rock song that feels positive and magnetic.",3,True,True
5111,uQTCfT5XDzQ,40,50,"/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y","['instrumental', 'slow tempo', 'electric guitar lead and harmony', 'popular song', 'minimalist', 'pleasant', 'nostalgic', 'amplified guitar', 'powerful music', 'sonic power', 'stringed instrument', 'soft', 'pleasant']","This music is an electric guitar instrumental. The tempo is slow with an electric guitar lead and harmony of a popular song. No other instrument is used. It is mellow, pleasant, nostalgic, soft , mellifluous and soothing.",7,True,True
5115,uT-S_JC_GzU,30,40,"/m/025td0t,/m/04rlf,/t/dd00032","['acoustic guitar lead', 'midi music', 'groovy bass line', 'children playing games', 'handheld game', 'arcade game music', 'retro game tracks', 'poor quality audio', 'instrumental music', 'computer music', 'medium tempo', 'game music track', 'emotional', 'adventurous']",The song is an instrumental. The song is medium tempo with a groovy bass line and a guitar synth tone playing melody. The song is exciting and adventurous in nature. The song is a video game song track.,1,True,True
5116,uTfLf1Y8hhM,30,40,"/m/04rlf,/m/0xzly","['r&b/reggae/soul', 'female soul voice', 'backing voices', 'tambourine', 'e-bass', 'e-guitar', 'medium to uptempo', 'relaxing vibe']",A female voice is singing soulfully. She gets support from several backing vocals singing harmonies along. A tambourine is holding the rhythm along with a bassline and a e-guitar giving the song a reggae feeling. This song may be playing in a car. This is an amateur recording.,6,True,True
5117,uUNlJ4KZTPE,20,30,"/m/02v2lh,/m/04rlf,/m/0fd3y","['ambient song', 'meditative music', 'flute', 'no percussion', 'instrumental music', 'synth sounds', 'no voices', 'bells', 'pads']","This ambient song features synth pads playing in the background. Synth sounds are layered to give a wave-like feel. There is no percussion in this song. Bells are played at intervals. Toward the end, a mid-range flute sound is played. The sound of rattles are played in the background. This song has an ethereal feel. This song is meditative and can be used in a meditation or yoga session.",0,True,True
5119,uXMMzpgrY2g,180,190,"/m/0145m,/m/0164x2,/m/04rlf,/m/0glt670","['electronica/dance', ""acoustic and digital percussion's"", 'synthesizer', 'dance', 'male', 'higher register singing voice upbeat']","This song sounds fun to dance along. It has digital and acoustic percussion, a catchy bassline/synthesizer sound and a male singer that sounds to be in a good mood. This song may be playing and dancing along.",6,True,True
5121,uYCMVgUAwnM,30,40,"/m/04rlf,/m/06bxc,/m/07p78v5,/m/07qsvvw","['rap', 'male processed voice rapping/singing', 'autotune', 'digital drums', 'synthesizer pad', 'subbass', 'medium to uptempo']",A male voice is rapping/singing in a higher pitch. His voice is strongly processed with effects. Also with autotune. The instrumental contains digital drums with a strong kick with a subbass. With every hit a synthesizer pad is playing along. This is an amateur recording. This song may be playing in a recording studio.,6,True,True
5122,uYYpqx0rzok,30,40,"/m/04rlf,/m/07qcpgn","['amateur recording', 'folksong', 'jukebox', 'medium tempo']",A jukebox is playing a folk melody in a very bad audio-quality along with some plastic clapping sounds. This is an amateur recording.,6,True,True
5124,uZesGREO0eI,30,40,"/m/04rlf,/m/05rwpb","['male vocalist', 'medium tempo', 'foreign language', 'bass guitar accompaniment', 'rhythmic acoustic guitar', 'home recording', 'static', 'melodic', 'dulcet', 'soulful', 'emotional', 'sentimental', 'minimalist', 'soothing', 'peaceful', 'calming']","A male vocalist sings this dulcet, soulful song in a foreign language. The tempo is medium with bass guitar lead and acoustic guitar accompaniment. The song is minimalist instruments with vocal emphasis. It is a soft, emotional, sentimental, mellifluous, soulful, soothing, calming, pleasant , warm and tender Pop.",7,True,True
5125,u_TfWvyYY0Y,30,40,"/m/04rlf,/m/0dls3","['instrumental', 'hard rock', 'heavy metal', 'intense keyboard', 'electronic guitar lead', 'amplified guitar harmony', 'grim', 'intense', 'rock music', 'distorted guitars', 'emphatic rhythm', 'dense bass lines', 'powerful', 'emphatic', 'compelling', 'hard hitting  drums']","This instrumental is a Heavy Metal instrumental. The tempo is fast with hard hitting drumming, furious and vigorous amplified keyboard playing a harmony, electric bass guitar and electric guitar accompaniment. The music is intense, grim, compelling, passionate, powerful and harmonious. The vibe of the music is serious, sinister, grim and steely. This is used in Hard Rock/Heavy Metal.",7,True,True
5132,uiHyWdYkBvY,170,180,"/m/04rlf,/m/07s8j8t,/m/07sbbz2","['glam metal', 'heavy metal', 'ballad', 'male vocal', 'male back vocals', 'electric guitar', 'bass guitar', 'acoustic drums', 'hard-hitting', 'sentimental', 'medium tempo']",This is a glam metal/heavy metal ballad. There is a male vocal and male back vocals singing melodically. The melody is being played on an electric guitar with a chorus effect applied alongside a bass guitar. The rhythmic background consists of a rock acoustic drum beat.The atmosphere is both hard-hitting and sentimental at the same time. This piece could be playing in the background of a rock/metal bar. It could also be included in the soundtrack of an 80s themed romance movie.,9,True,True
5136,uoee1ikakWY,50,60,"/m/02rr_,/m/04rlf,/m/07m2kt,/m/0fx80y","['jam', 'electric guitar', 'chorus pedal', 'strumming', 'lo-res']",This is an amateur low-resolution recording of an electric guitar with the chorus pedal effect. The player keeps on strumming chords to show the effect of the pedal. This piece could be used as an old-fashioned rock guitar sample for a beat.,9,True,True
5139,ura8EjHjGC4,30,40,"/m/01hgjl,/m/01v1d8,/m/04rlf,/m/07qb_dv,/m/0cfdd","['scratching', 'background music', 'amateur recording', 'slow tempo']","Someone is scratching along with a backing track that contains a strong kick, a snare and a dark sounding melody. This is an amateur recording. This song may be playing at home practicing scratching.",6,True,True
5140,usrzF-0GbLY,30,40,"/m/04rlf,/m/05r6t,/m/06by7,/m/0ln16","['low quality', 'live performance', 'electric guitar solo melody', 'shimmering bright cymbals', 'snappy rimshot', 'groovy bass', 'simple piano chord progression', 'flat male vocal', 'groovy', 'fun']","The low quality recording features a live performance with flat male vocals talking over electric guitar solo melody, shimmering and bright drums cymbals, snappy rimshots, groovy bass and simple piano chord progression. Sounds fun and groovy - like something you would dance to with your friends.",4,True,True
5141,uuHTPvG-BYI,240,250,"/m/04rlf,/m/05r5wn","['low quality recording', 'amateur recording', 'percussion', 'tribal beat', 'tribal music', 'female voices', 'no other instruments', 'male backing voices', 'celebration music', 'moderate tempo']",This audio sample features tribal music played using only percussion and voices. There are no other instruments. The percussion is played by hand and has a tribal feel. The female voices sing in a foreign language. There are fills sung by male voices in harmony. The feel of the song is one of celebration. The tempo of the song is moderate. This is an amateur recording.,0,True,True
5142,uwPeQy7ZtGo,30,40,"/m/03cl9h,/m/04rlf","['instrumental', 'medium tempo', 'high notes', 'sharp', 'children electronic toys', 'electronic music', 'whirring', 'white noise', 'whooshing sound', 'video game music', 'children’s game music', 'elctronic music', 'synthesiser arrangements', 'muffled audio', 'muddled audio', 'home video', 'amateur recording']","This music is instrumental. The tempo is slow with an electronic keyboard playing a simple, high pitched harmony. There are sounds in the background like whirring, whooshing and clicking. The music is not very clear as the audio clip is muffled, but it sounds like video game music or the music Ina child’s electronic toy.",7,True,True
5144,uy3nQ9VYE-Q,30,40,"/m/04rlf,/m/06bxc,/m/06j6l,/m/07p78v5","['hiphop', 'digital drums', 'e-piano', 'bass', 'male voice rapping', 'female voice sample', 'cool attitude']",A digital drum is playing a simple groove with a digital bass. An e-piano is playing 2 chords to add some color to the song. A male voice is rapping with light adults in the background. In the background a female voice sample is coming in singing a little melody. This song may be playing in a car slowly riding down the streets.,6,True,True
5145,v0tYHz5mk4I,30,40,"/m/04rlf,/m/07pkxdp","['female voice', 'out of tune', 'reverb effect', 'acoustic guitar', 'synth sound']",The music features a female voice singing with a reverb effect and out of tune. An acoustic guitar accompanies the singer with chords and arpeggios. In the background a synth sound that resembles an instrument with strings plays arpeggios.,2,True,True
5147,v29jCrlSCmE,250,260,"/m/04rlf,/m/06rqw","['cowbell', 'muffled singer', 'heavy vocal processing', 'rock drums', 'two electric guitars', 'electric bass', 'fast rock', 'long chords', 'drum set']","A fast rock drum beat with cowbell and muffled singer with heavy vocal processing. Two electric guitars holding chords, electric bass and drum set.",8,True,True
5148,v2Ng8iGwf40,30,40,"/m/04rlf,/m/07pbtc8,/m/07qdb04","['game music', 'quirky sounds', 'bassline', 'waterfall sounds', 'no lyrics', 'bird sounds', 'simple percussion', 'moderate tempo', 'violins', 'bubble sounds', 'xylophone sound']",This song features sounds from a game. A groovy bassline is played. This is accompanied by percussion playing a simple rhythm. A violin fill is played in the background. Quirky sounds are played in the foreground depicting some actions like jumping and crossing game levels. Birds can be heard chirping in the background. There is the sound of a waterfall toward the end of the clip. Bubble bursting sounds are played when the character collects some rewards. There are no lyrics in this song and no words being sung.,0,True,True
5151,v582kPp43Mg,30,40,"/m/011k_j,/m/04rlf","['marching band', 'patriotic song', 'male voices', 'orchestral music', 'moderate tempo', 'happy mood', 'victorious feel']","This orchestral song features male voices singing the main melody. The song starts off with a marching beat played on snare drums. When the voices start to sing, the feeling is one of victory. This is accompanied by percussion playing a marching beat. There are instruments playing staccato notes. The bass is played on a stringed instrument and it follows the root notes of the chords. This song is played at a moderate tempo. This is a patriotic song.",0,True,True
